song_id	song_name	artist_id	artist_name	popularity	explicit	song_type	track_number	num_artists	num_available_markets	release_date	duration_ms	key	mode	time_signature	acousticness	danceability	energy	instrumentalness	liveness	loudness	speechiness	valence	tempo
27rdGxbavYJeBphck5MZAF	Nothing Breaks Like a Heart (feat. Miley Cyrus)	['3hv9jJF3adDNsBSIQDqcjp', '5YGY8feqx7naU7z4HrwZM6']	['Mark Ronson', 'Miley Cyrus']	77	False	Collaboration	1	2	184	2018-11-30	217466	7	0	4	0.00987	0.601	0.794	1.36e-06	0.388	-5.844	0.0671	0.244	114.066
5xVJU6DJHnmHnbbKS56yCC	4 da manhã	['3zhKxZr516VdNDa8v3oft2']	['UM44K']	64	False	Solo	1	1	184	2017-04-28	216428	2	0	4	0.66	0.794	0.474	0	0.112	-6.993	0.0387	0.857	111.971
6eIZaT9qNz9lVrhWbJOWls	Sofa, Breja e Netflix	['0xXEI1dXDaCOmkIPNYtPWF', '3W10YNoIzqgJymjc5ULDzu']	['Mac Júlia', 'Pejota']	71	True	Collaboration	4	2	184	2020-02-19	184500	7	0	4	0.206	0.736	0.378	0.000469	0.106	-10.472	0.182	0.716	124.952
1RuTcuTHcGxh80KkF3ry73	INTERlude :(	['4PzYKhC14sTJNEr0dzoo0d']	['Luísa Sonza']	55	False	Solo	8	1	0	2021-07-18	70513	9	0	3	0.966	0.712	0.401	8.59e-05	0.259	-10.183	0.162	0.485	109.658
0VQ3GSPdl4njPOr3lyaoaD	Dancing With The Devil	['6S2OmqARrzebs0tKUEyXyp']	['Demi Lovato']	58	False	Solo	2	1	184	2021-04-01	243992	8	1	4	0.273	0.413	0.64	0	0.11	-5.811	0.0427	0.149	75.245
6PERP62TejQjgHu81OHxgM	good 4 u	['1McMsnEElThX1knmY4oliG']	['Olivia Rodrigo']	41	True	Solo	1	1	1	2021-05-14	178147	6	0	4	0.3	0.556	0.661	0	0.101	-5.052	0.204	0.668	168.56
6d9GEfxIyQiEtuG1EVBF5m	Garupa, Pt. 2	['5crFHCCb7j1zkIiIUpN2In', '4xkQMPQ0OkbgQc0JGNObwg', '44L8N1EUrXqWYKnqT98uhJ']	['Dj Henrique de Ferraz', 'Nando', 'Luanzinho']	0	True	Collaboration	1	3	0	2019-03-18	142499	7	1	4	0.705	0.947	0.921	0.0035	0.0621	-2.988	0.378	0.738	130.022
6hMgrcA1OpqYBDPyzYcosI	Letícia	['5K8Rmjmf4RZFffz94EmBRt']	['Zé Vaqueiro']	0	False	Solo	3	1	0	2020-10-01	167683	6	0	4	0.622	0.615	0.907	0	0.0913	-1.873	0.128	0.725	152.093
7E5cJjrgYLHo13pI0hpmWw	Não Atende Não	['1AL2GKpmRrKXkYIcASuRFa']	['Wesley Safadão']	49	False	Solo	3	1	180	2018-09-12	157689	0	1	4	0.0778	0.374	0.953	0	0.538	-2.388	0.1	0.575	158.708
3bdjxhq0PqcxNwswCOX6w1	Dá preferência pra mim (Participação especial de Gusttavo Lima)	['1LGh5vyaoQP9bgTwLSMTyW', '7MiDcPa6UiV3In7lIM71IN']	['Thiago Brava', 'Gusttavo Lima']	48	False	Collaboration	1	2	184	2019-04-26	158400	10	1	4	0.248	0.899	0.719	0	0.0841	-2.468	0.0948	0.838	118.031
6zSpb8dQRaw0M1dK8PBwQz	Cold Heart - PNAU Remix	['3PhoLpVuITZKcymswpck5b', '6M2wZ9GZgrQXHCFfjv46we', '6n28c9qs9hNGriNa72b26u']	['Elton John', 'Dua Lipa', 'PNAU']	97	False	Collaboration	1	3	184	2021-08-13	202735	1	1	4	0.034	0.796	0.798	4.19e-05	0.0952	-6.312	0.0317	0.942	116.032
2iO6rLYnDiMJqioCefh395	Solução - Acústico	['3zhKxZr516VdNDa8v3oft2']	['UM44K']	54	False	Solo	2	1	184	2017-08-25	264257	4	0	4	0.811	0.592	0.283	0	0.0903	-8.672	0.0296	0.56	120.787
4aajF8YX6i8guXdLaW82eS	Já que me ensinou a beber	['1LGh5vyaoQP9bgTwLSMTyW', '5Lv2GUVwqmQBPwrTrxucE5']	['Thiago Brava', 'Os Barões Da Pisadinha']	52	False	Collaboration	1	2	184	2019-10-04	134354	5	0	4	0.415	0.665	0.904	2.12e-06	0.102	-5.052	0.0369	0.939	164.027
2amBPpWKfH8tyIrjDUjPwX	Não Tenho Coragem - Ao Vivo	['3p7PcrEHaaKLJnPUGOtRlT']	['Henrique & Juliano']	6	False	Solo	1	1	0	2020-02-28	186217	3	1	4	0.408	0.627	0.749	0	0.368	-5.826	0.0572	0.511	101.965
3FAJ6O0NOHQV8Mc5Ri6ENp	Heartbreak Anniversary	['4fxd5Ee7UefO4CUXgwJ7IP']	['Giveon']	87	False	Solo	6	1	184	2020-03-27	198370	0	1	3	0.524	0.449	0.465	1.02e-06	0.303	-8.964	0.0791	0.543	89.087
6hqJJY6rwAUS2zl9FsCQQH	Deixa pra Amanhã - Ao Vivo	['4NUePmzDvCYqilXBFa91Hg']	['Dilsinho']	63	False	Solo	1	1	184	2020-03-06	184783	7	1	4	0.605	0.539	0.746	0	0.969	-7.853	0.0352	0.653	144.119
0FOe9rYciemlYvjQNpUHRL	Não Planeje Nada	['0NsJZ5PMjqghGDuMzY7CuT']	['Marcos & Belutti']	44	False	Solo	1	1	184	2019-09-23	177806	8	1	4	0.348	0.66	0.778	0	0.723	-4.314	0.0574	0.48	147.096
4txc3txsIt81diMzGhrVPS	wish you were gay	['6qqNVTkY8uBg9cP3Jd7DAH']	['Billie Eilish']	0	False	Solo	1	1	0	2019-03-04	221543	7	1	4	0.39	0.853	0.351	9.38e-06	0.752	-10.198	0.241	0.282	118.028
5W1kqz2l1lDX77DXBMeXZg	Litrão - Ao Vivo Em Recife / 2020	['2Z0lRIqr997lIUiPtrpKCr']	['Matheus & Kauan']	64	False	Solo	1	1	184	2020-01-31	170197	1	1	4	0.356	0.48	0.807	0	0.626	-7.402	0.195	0.537	153.61
0BNGeZfk8vEB5uXM6z8MBy	Abandono de Incapaz - Ao Vivo	['1yR65psqiazQpeM79CcGh8']	['Marília Mendonça']	58	False	Solo	2	1	181	2019-08-16	159498	0	1	4	0.0855	0.594	0.721	0	0.685	-3.913	0.103	0.848	145.264
5gxafAUHcggnZd6Vn4csDS	Quem me Colocou pra Beber - Ao Vivo	['5Lv2GUVwqmQBPwrTrxucE5']	['Os Barões Da Pisadinha']	41	False	Solo	6	1	184	2020-10-15	146509	3	0	4	0.617	0.631	0.942	1.03e-06	0.961	-1.576	0.0705	0.943	172.057
3eekarcy7kvN4yt5ZFzltW	HIGHEST IN THE ROOM	['0Y5tJX1MQlPlqiwlOH1tJY']	['Travis Scott']	86	True	Solo	1	1	184	2019-10-04	175720	7	0	4	0.0546	0.598	0.427	5.83e-06	0.21	-8.764	0.0317	0.0605	76.469
6KdPfHqGu5Cu0287Ou6YNq	Chovendo Na Minha Bochecha	['4FUMTycjZlEY6ZxMgqNjC8', '6gLW5LlLEXdtWaS0EWfzaJ']	['Tierry', 'Jorge']	55	False	Collaboration	1	2	183	2021-07-14	191546	6	0	4	0.299	0.605	0.813	0	0.196	-3.198	0.07	0.638	129.95
0D75ciM842cdUMKSMfAR9y	Baila Conmigo (with Rauw Alejandro)	['0C8ZW7ezQVs4URX5aX7Kqx', '1mcTU81TzQhprhouKaTkpq']	['Selena Gomez', 'Rauw Alejandro']	11	False	Collaboration	1	2	0	2021-01-29	186087	5	1	4	0.0221	0.824	0.545	0.00375	0.097	-7.127	0.0699	0.683	149.912
28SWsF1IQxfc9bP5yua35K	Provocar	['0jTDeBJQr3unrK29LklnAv', '7rXMvXRnWHaSwnVvPeUUfw']	['Lexa', 'Gloria Groove']	62	False	Collaboration	1	2	181	2018-11-22	168138	8	0	4	0.182	0.682	0.826	0	0.052	-4.854	0.0528	0.688	134.067
0vT797IpZpF5o1XLCnWCUL	É natural (Participação especial de Bruno Cardoso) - Ao vivo	['5ZfBThYiIIhL7jHMG8gDB2', '34IKMjXZ3Qy0vjG82n97r6']	['Ferrugem', 'Bruno Cardoso']	62	False	Collaboration	16	2	184	2018-03-16	207093	1	0	4	0.531	0.497	0.74	0	0.486	-5.475	0.0447	0.478	76.139
2tnVG71enUj33Ic2nFN6kZ	Ride It	['4ofCBoyEiGSePFAG500xev']	['Regard']	85	False	Solo	1	1	184	2019-07-26	157605	7	0	4	0.177	0.88	0.751	6.43e-05	0.106	-4.258	0.0874	0.884	117.948
4HTrlT5mmxPaZZKs4JSPeI	To Gostando Tanto de Você	['7Lmrb6KcIzfkmgbtokjsAL']	['Mc Don Juan']	9	False	Solo	1	1	0	2018-09-14	158383	8	1	4	0.481	0.869	0.681	0	0.457	-1.796	0.0941	0.905	133.939
5rNNZ6fVYxkhwqUfImVhU1	Brisa	['3zgnrYIltMkgeejmvMCnes']	['IZA']	67	False	Solo	1	1	184	2019-04-18	151500	8	1	4	0.459	0.693	0.822	0	0.261	-2.478	0.259	0.791	159.663
4X76i15ANs7rr70xcUn0Ru	Eu Não Vou Namorar	['1yR65psqiazQpeM79CcGh8', '59jlthNnbmim5l9tmNA7se']	['Marília Mendonça', 'Maiara & Maraisa']	75	False	Collaboration	9	2	181	2021-10-14	170699	0	1	4	0.588	0.74	0.756	0	0.264	-5.461	0.0456	0.639	108.03
2Xgc216OMnc9PyUalpaSPc	Mtg - Vem Sentando Vem (feat. Dj Nbeat) - Remix	['14jVHWj9dqpLhs8hHEMnyJ', '0MlMFTEEEk0uSwI4hYSxrq', '6ZiGAU6TJQEyidFQ22eIOS', '0bzyhFojsIgDceZ4NQK9pY']	['MC 2jhow', 'MC Fahah', 'Mc Rennan', 'Dj Nbeat']	69	True	Collaboration	1	4	184	2020-11-09	139546	11	1	4	0.513	0.919	0.336	1.51e-05	0.198	-3.913	0.0775	0.741	129.982
7sCdzif8vD8XN1jgdYFL1q	Localiza Aí Bebê - Ao Vivo	['21WAvVROZ83oUvJwFTG2dH']	['João Bosco e Gabriel']	65	False	Solo	1	1	184	2021-04-09	146882	2	1	4	0.356	0.749	0.929	0	0.901	-1.975	0.182	0.923	164.988
29Ctas4IXYei0t9fGnnxgU	Camisa Preta - Ao Vivo	['6m6e7D2TnV0aYMllFFwMxu']	['Guilherme & Benuto']	50	False	Solo	1	1	184	2020-12-18	171242	6	1	4	0.226	0.63	0.869	0	0.314	-4.41	0.154	0.582	80.958
5rwdmpN5eMWIIwK4R96vv1	Malemolência	['1BRkfP0amngMbqJ4aV3KKp']	['Dynho Alves']	15	False	Solo	1	1	0	2018-10-31	135053	6	0	4	0.553	0.829	0.64	0.000214	0.131	-5.537	0.231	0.848	160.025
466cKvZn1j45IpxDdYZqdA	Toosie Slide	['3TVXtAsR1Inumwj472S9r4']	['Drake']	73	True	Solo	5	1	184	2020-05-01	247058	1	0	4	0.289	0.83	0.49	3.04e-06	0.113	-8.82	0.209	0.845	81.604
1J14CdDAvBTE1AJYUOwl6C	Arcade	['3klZnJvYGIbWritVwQD434']	['Duncan Laurence']	78	False	Solo	13	1	184	2020-11-12	185146	9	0	3	0.827	0.453	0.35	0.00122	0.144	-11.639	0.0425	0.279	72.017
3ZROq16fQ1o2dWEGkHPHkJ	Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo	['597XBqZtaiZC7laCNx3nVz', '1AL2GKpmRrKXkYIcASuRFa']	['Yasmin Santos', 'Wesley Safadão']	46	False	Collaboration	11	2	184	2020-04-24	190949	11	1	4	0.16	0.717	0.828	0	0.686	-4.375	0.0727	0.807	124.9
7kt9e9LFSpN1zQtYEl19o1	this is me trying	['06HL4z0CvFAxyc27GXpf02']	['Taylor Swift']	74	False	Solo	9	1	184	2020-07-24	195097	9	1	4	0.314	0.515	0.476	4.74e-05	0.171	-9.843	0.0328	0.412	135.886
0eu4C55hL6x29mmeAjytzC	Life Goes On	['6TLwD7HPWuiOzvXEa3oCNe']	['Oliver Tree']	93	False	Solo	1	1	184	2021-05-28	161803	0	1	4	0.186	0.7	0.49	0	0.117	-5.187	0.076	0.569	79.982
3HdvjjrWBBwsEEcWjs3p1m	Teste da Mãozinha - Ao Vivo	['1LIuN7ov1IBQDdLsU83ojl', '3p7PcrEHaaKLJnPUGOtRlT']	['Hugo & Guilherme', 'Henrique & Juliano']	0	False	Collaboration	10	2	0	2018-12-07	172472	11	1	4	0.737	0.676	0.773	0	0.848	-4.916	0.0676	0.669	112.128
4btS3p4qAWhM3fKfZPCQRV	Vai Que Bebereis - Ao Vivo	['3p7PcrEHaaKLJnPUGOtRlT']	['Henrique & Juliano']	17	False	Solo	7	1	0	2018-10-05	160553	7	1	4	0.638	0.745	0.706	0	0.437	-4.54	0.0537	0.79	121.978
39LmTF9RgyakzSYX8txrow	imagine	['66CXWjxzNUsdJxJ2JdwvnR']	['Ariana Grande']	73	True	Solo	1	1	179	2019-02-08	212266	8	1	3	0.378	0.729	0.475	0	0.12	-4.985	0.0364	0.371	62.52
0nbXyq5TXYPCO7pr3N8S4I	The Box	['757aE44tKEUQEqRuT6GnEB']	['Roddy Ricch']	85	True	Solo	2	1	184	2019-12-06	196652	10	0	4	0.104	0.896	0.586	0	0.79	-6.687	0.0559	0.642	116.971
1uvU55DdRfLleIxWF8dWxA	Meio Seu	['2FrLTuXGuFDzQsjKidB03W', '7KVJCU4z5L4EUHILL8aMxR']	['João Neto & Frederico', 'Leo Santana']	36	False	Collaboration	1	2	181	2018-11-08	170117	3	0	4	0.0811	0.839	0.948	0	0.313	-1.986	0.104	0.885	135.034
13hyExMFjdAQ6ZsgqLdpSS	Você Não Manda Em Mim	['1yR65psqiazQpeM79CcGh8', '59jlthNnbmim5l9tmNA7se']	['Marília Mendonça', 'Maiara & Maraisa']	75	False	Collaboration	8	2	181	2021-10-14	148975	4	0	4	0.693	0.514	0.585	0	0.317	-5.154	0.0473	0.342	143.844
2FVpOsjT1iquZ3SpCjZ9Ne	Telepathy	['3Nrfpe0tUJi4K4DXYWgMUX']	['BTS']	77	False	Solo	5	1	0	2020-11-20	202313	5	0	4	0.00782	0.787	0.669	0	0.123	-4.333	0.0428	0.57	104.994
5qNh5WtzMbfpSj2jLlBkoD	Your Power	['6qqNVTkY8uBg9cP3Jd7DAH']	['Billie Eilish']	39	False	Solo	1	1	0	2021-04-29	245896	9	0	4	0.937	0.634	0.285	0.000359	0.232	-14.007	0.0807	0.203	129.65
7oe0Ix6qnvqZhK0zDzOPie	Então Vem Cá - Ao Vivo	['35YkpX0zYwHG8vOIhObvxP', '2OjoIDVPQKT9B7loZbPEfp']	['Mano Walter', 'Claudia Leitte']	0	False	Collaboration	9	2	0	2018-12-07	177280	5	1	4	0.149	0.686	0.852	1.93e-06	0.989	-4.147	0.146	0.752	166.081
31yFXM26dazFnWI2eoOM5R	Ela Vem	['3Nipsl6GVwwGyeAk0J29C6', '7me0S5Z40qVWj3gzyK8aC3']	['MC G15', 'Mc Livinho']	17	False	Collaboration	1	2	0	2019-06-18	196800	11	1	5	0.619	0.616	0.634	0	0.0732	-7.389	0.546	0.586	185.186
7715LSonuoxVBPLaT4k7IP	Relaxa o Coração - Ao Vivo	['3p7PcrEHaaKLJnPUGOtRlT']	['Henrique & Juliano']	6	False	Solo	1	1	0	2020-02-07	156100	9	1	3	0.324	0.739	0.717	0	0.914	-5.614	0.0383	0.584	115.964
3ua3rqwBNmeGeQfcKnA3bT	Groupies	['3Ns5FA1ANQOzsHLWspsrC6', '68YeXpLt3jB7JHQS5ZjMGo', '5nP8x4uEFjAAmDzwOEc9b8']	['Doode', 'Teto', 'Matuê']	79	False	Collaboration	1	3	184	2021-09-28	164571	5	0	4	0.239	0.845	0.655	0	0.0974	-5.137	0.0612	0.516	139.955
2xdwCJLfKCkat14mlgR26M	Lost Cause	['6qqNVTkY8uBg9cP3Jd7DAH']	['Billie Eilish']	40	True	Solo	1	1	0	2021-06-02	212496	10	0	4	0.705	0.671	0.336	0.00751	0.0577	-8.494	0.241	0.518	75.051
2QCwoYDn4DRfjs4NhW2KpO	Alô Ex-Amor - Ao Vivo	['21WAvVROZ83oUvJwFTG2dH', '1zEo6Fk1iaaOYFlFPBHCFn']	['João Bosco e Gabriel', 'Humberto & Ronaldo']	66	False	Collaboration	1	2	184	2019-11-22	197952	10	0	4	0.572	0.701	0.867	5.15e-06	0.788	-2.982	0.104	0.937	169.898
3DXdjHnePKnh6oXw2ZgGSl	Smile	['6jJ0s89eD6GaHleKKya26X']	['Katy Perry']	67	False	Solo	1	1	184	2020-07-10	166898	0	1	4	0.0238	0.783	0.912	0	0.339	-3.713	0.243	0.749	98.025
3UoULw70kMsiVXxW0L3A33	pov	['66CXWjxzNUsdJxJ2JdwvnR']	['Ariana Grande']	82	False	Solo	14	1	184	2020-10-30	201882	0	0	4	0.36	0.487	0.534	0	0.1	-5.664	0.0555	0.173	131.798
0d5OU8AGzsA1I0UpwD5gG5	Beijou Meia Cidade	['487N2T9nIPEHrlTZLL3SQs']	['Zé Neto & Cristiano']	64	False	Solo	6	1	181	2021-10-07	165377	6	1	4	0.472	0.728	0.728	0	0.0865	-4.776	0.0929	0.734	108.059
1NXeltgzjQeiC4hbf2XNVr	Esquece de Me Esquecer	['7cmuxPnXRJxwuYDHfbD8Eu', '7MiDcPa6UiV3In7lIM71IN']	['Zé Felipe', 'Gusttavo Lima']	61	False	Collaboration	1	2	181	2021-01-29	180905	0	1	4	0.114	0.785	0.869	0	0.347	-2.169	0.0389	0.886	134.024
1ELXy0IfF2iKYwnsUqbYIQ	Tijolinho por Tijolinho	['7m4l75rnuQbI88PGYVYLkm', '7cmuxPnXRJxwuYDHfbD8Eu']	['Enzo Rabelo', 'Zé Felipe']	55	False	Collaboration	1	2	184	2018-10-08	181051	11	1	4	0.376	0.598	0.705	0	0.31	-4.321	0.0377	0.651	134.781
4IdqG8UFY2dmIOyyWDBErV	Amava Porra Nenhuma	['4FUMTycjZlEY6ZxMgqNjC8']	['Tierry']	64	False	Solo	1	1	184	2020-11-20	145869	0	1	4	0.367	0.608	0.677	0	0.56	-4.006	0.0382	0.769	129.96
2qD7VoDYcrAPY0cVEfpsR5	Some que ele vem atrás	['7FNnA9vBm6EKceENgCGRMb', '1yR65psqiazQpeM79CcGh8']	['Anitta', 'Marília Mendonça']	67	False	Collaboration	1	2	184	2019-10-30	194771	0	0	4	0.0748	0.648	0.795	0	0.38	-5.536	0.17	0.598	180.043
2ixi9HWJw5lnLDmRMsiCS5	Você Beberia Ou Não Beberia?	['487N2T9nIPEHrlTZLL3SQs']	['Zé Neto & Cristiano']	75	False	Solo	1	1	181	2021-10-07	154662	10	1	4	0.562	0.587	0.774	0	0.071	-4.719	0.0665	0.593	75.895
7cmwzU8jmurYtLYncS0bPQ	Cabelinho na Regua	['656sFhsnTuJ79P7apmFSVc', '1CbQrKvCpEnekM3QMGJtXK']	['MC Cego Abusado', 'MC Meno K']	58	True	Collaboration	1	2	184	2021-02-05	151187	10	0	4	0.0244	0.764	0.582	0	0.0729	-6.908	0.17	0.938	170.09
7HGSUz1e0rtO89RNf5LFPp	O Pai Tá On	['7q1aEytv83jXNECmyaMhgn', '7tojcuXcZ7eBlQjbAc65Ee', '0JjPiLQNgAFaEkwoy56B1C', '0iZz25uH5PLaShpqq84uYv']	['Costa Gold', 'MC Caverinha', 'L7NNON', 'Papatinho']	66	True	Collaboration	13	4	181	2021-04-17	240000	7	0	4	0.141	0.924	0.617	0	0.0581	-8.331	0.36	0.66	127.937
3HnpYXiVNdZxMQKCs0zepj	Role	['4dnPDc045bVjibyATxVUOs']	['Marcynho Sensação']	20	False	Solo	9	1	0	2021-06-20	158934	2	0	4	0.438	0.778	0.611	0.000367	0.164	-8.459	0.082	0.628	169.973
0wshnPflQAjMVaCDIraSWk	Teste da Mãozinha - Ao Vivo	['1LIuN7ov1IBQDdLsU83ojl', '3p7PcrEHaaKLJnPUGOtRlT']	['Hugo & Guilherme', 'Henrique & Juliano']	48	False	Collaboration	10	2	181	2018-12-07	172472	11	1	4	0.737	0.676	0.773	0	0.848	-4.916	0.0676	0.669	112.128
3hbTkJ0yFzHbawnKyhvTQj	Sálvame	['7cjh6y0V9SsyCrWSXTzwOs', '0TeVa4xdLB8vdzjsvKH6Ri', '6kaefrHSdAvxhhCVDFTCEL', '6ModsWtBph2rE6zCTVxvZt', '0aMqt2uGLuHj4eI8oXgVzN', '5O8cudluftNZ6PCwRzvYxo', '0veZkZPeWoJQ9gt6VAXlkN']	['RBD', 'Anahí', 'Dulce María', 'Maite Perroni', 'Christian Chávez', 'Christopher von Uckermann', 'Alfonso Herrera']	76	False	Collaboration	11	7	184	2004-01-01	224973	6	1	4	0.0454	0.473	0.657	2.41e-06	0.068	-6.278	0.024	0.294	74.996
3g0KPXd30xVTmZEVf9P4FX	Chovendo Inimigo	['0vLuOi2k62sHujIfplInlK', '6AVyGjQ7gNzSkGlBldHS1j']	['Hungria Hip Hop', 'Mojjo']	39	False	Collaboration	1	2	0	2018-11-30	160421	7	1	4	0.178	0.703	0.699	0	0.415	-4.666	0.192	0.279	94.955
4Oun2ylbjFKMPTiaSbbCih	WAP (feat. Megan Thee Stallion)	['4kYSro6naA4h99UJvo89HB', '181bsRPaVXVlUKXrxwZfHK']	['Cardi B', 'Megan Thee Stallion']	85	True	Collaboration	1	2	184	2020-08-07	187541	1	1	4	0.0194	0.935	0.454	0	0.0824	-7.509	0.375	0.357	133.073
6mUNR2pJOxKRCVo97YVlHE	Gonzaga Deu Fuga Com Uma Loira Cabulosa Em Cima Da 66	['0PLUhcaPtfTkL6ckBw0btt', '0MlMFTEEEk0uSwI4hYSxrq', '6xKZzLqIevrBxolUsY72ve']	['Dj Wesley Gonzaga', 'MC Fahah', 'Mc Vitin Lc']	68	True	Collaboration	1	3	184	2021-03-01	127846	7	0	4	0.51	0.899	0.367	0	0.124	-1.952	0.186	0.319	130.032
11xOwUHV7P1q7UpEQuMIrx	Table For 2	['0NGAZxHanS9e0iNHpR8f2W', '3TNpNnN7Y8QhtJJnQ08YeF']	['Alok', 'iRO']	65	False	Collaboration	1	2	184	2019-09-27	176283	0	0	4	0.0625	0.657	0.614	0	0.397	-7.829	0.055	0.723	113.009
7rLegaz7zKB6EtDNzcslKE	Medley da Gaiola - DENNIS Remix	['2UMj7NCbuqy1yUZmiSYGjJ', '6xlRSRMLgZbsSNd0BMobwy']	['MC Kevin o Chris', 'DENNIS']	61	False	Collaboration	1	2	184	2018-08-27	239999	4	0	4	0.711	0.896	0.756	0	0.0779	-5.56	0.228	0.686	140.073
0NvVVP3Q0oSbfBUZ48vCHs	Tiffany	['6yZKPB8eRoJesHjtxPxSLs', '7Kqcr4CkcQHjHiw3aPfFkC']	['MD Chefe', 'Offlei Sounds']	81	False	Collaboration	5	2	184	2021-08-04	152380	8	1	4	0.28	0.746	0.46	0	0.167	-7.887	0.045	0.482	126.007
0sf12qNH5qcw8qpgymFOqD	Blinding Lights	['1Xyo4u8uXC1ZmMpatF05PJ']	['The Weeknd']	21	False	Solo	1	1	1	2019-11-29	201573	1	1	4	0.00147	0.513	0.796	0.000209	0.0938	-4.075	0.0629	0.345	171.017
1fyhyOy6iS9E2NckAzjmTo	Status Que Eu Não Queria - Ao Vivo	['487N2T9nIPEHrlTZLL3SQs']	['Zé Neto & Cristiano']	0	False	Solo	2	1	0	2018-05-18	153934	4	1	4	0.59	0.58	0.871	0	0.564	-4.052	0.209	0.911	117.622
0RiKAq1SfF6rfYcWpjB2T5	Primeiro Milhão	['0vLuOi2k62sHujIfplInlK']	['Hungria Hip Hop']	39	False	Solo	1	1	0	2019-11-22	213447	5	1	4	0.47	0.816	0.517	0	0.148	-9.356	0.192	0.434	130.029
5jo4ocTfihMYTsq1Z4ze9h	Uau!	['7q1aEytv83jXNECmyaMhgn', '5cc7XCY3YdVmFDYw9LklMq']	['Costa Gold', 'André Nine']	57	True	Collaboration	1	2	181	2020-08-21	189350	1	1	4	0.0342	0.849	0.572	0	0.0768	-8.913	0.336	0.881	153.96
1X0MaGErD8rcspqQs9s2m0	Só Tem Eu	['7cmuxPnXRJxwuYDHfbD8Eu']	['Zé Felipe']	69	False	Solo	1	1	181	2020-10-09	164307	1	1	4	0.114	0.797	0.531	0	0.104	-10.554	0.0472	0.869	129.995
1NG3zBjoV0TtKcr5znJ6n3	Traí Sim - Ao Vivo	['59jlthNnbmim5l9tmNA7se', '487N2T9nIPEHrlTZLL3SQs']	['Maiara & Maraisa', 'Zé Neto & Cristiano']	56	False	Collaboration	1	2	181	2019-01-30	178213	9	0	4	0.166	0.699	0.86	0	0.353	-2.761	0.0769	0.638	137.85
67JokRnfWFJ93mA5HLIw6q	Aquecimento da Lexa	['0jTDeBJQr3unrK29LklnAv']	['Lexa']	52	False	Solo	1	1	181	2020-01-24	137600	6	1	4	0.601	0.839	0.929	0.00159	0.121	-2.119	0.268	0.809	150.066
6ucmgsair6pvRYfwgvI6e0	"SPIRIT - From Disney's ""The Lion King"""	['6vWDO969PvNqNYHIOW5v0m']	['Beyoncé']	59	False	Solo	27	1	184	2019-07-19	277030	5	1	4	0.00956	0.238	0.435	0	0.0981	-8.096	0.0497	0.0447	78.797
7CDdyDigw7e3zFr3k7uKMY	Pode Sumir	['0UbJJayomun8CvZKCPH9j3']	['Luíza & Maurílio']	55	False	Solo	2	1	181	2020-12-04	177564	6	1	4	0.508	0.717	0.717	0	0.102	-5.03	0.0621	0.628	110.021
3ywQX0K3P9WKKzyhjkWd0S	Estabelecimento - Ao Vivo	['2Z0lRIqr997lIUiPtrpKCr']	['Matheus & Kauan']	46	False	Solo	3	1	184	2019-03-22	188592	7	1	4	0.43	0.633	0.819	0	0.274	-5.27	0.0499	0.716	119.699
3Wrjm47oTz2sjIgck11l5e	Beggin'	['0lAWpj5szCSwM4rUMHYmrr']	['Måneskin']	95	False	Solo	4	1	184	2017-12-08	211560	11	0	4	0.127	0.714	0.8	0	0.359	-4.808	0.0504	0.589	134.002
4tGhPwNEdXR7qJNLsvqRqw	Idiota Favorito	['3hq7WoPJsrRP0KMSLhUgRz']	['Murilo Huff']	0	False	Solo	5	1	0	2019-04-12	180389	8	1	4	0.48	0.739	0.768	0	0.332	-3.793	0.0543	0.809	153.915
1mCSBNFx3kwPYTflRUelNj	Aquieta Minh'alma	['6bxqwbU9pD8GXcuSmNSSHU']	['Ministério Zoe']	12	False	Solo	11	1	0	2013-06-22	425800	9	1	4	0.252	0.446	0.316	0	0.119	-10.864	0.0329	0.116	123.797
61vDGoB9k3ximR5YNzjmBc	Surtada	['6PERJZF7wohA034PAxDK0b', '3jZHKeRywmm5JiVw5uWmQv', '1B5n6jsxvFldc6Nq8Wx8VJ']	['Neo Beats', 'Calibre 2.1', 'OIK']	50	True	Collaboration	1	3	184	2019-02-21	163246	5	0	4	0.24	0.764	0.468	0	0.252	-9.181	0.446	0.756	77.044
2PqPSf3gtTED79rWGwVtYg	Áudio - Ao Vivo em Brasília	['3k68C6mNMJL6OaAdWeW2ZF']	['Diego & Victor Hugo']	63	False	Solo	5	1	184	2019-03-22	190244	11	1	4	0.515	0.605	0.812	0	0.419	-4.699	0.0403	0.451	110.081
5GHA824FwkHeBl5u1T6kLj	Namorada Reserva - Ao Vivo	['1LIuN7ov1IBQDdLsU83ojl']	['Hugo & Guilherme']	58	False	Solo	5	1	181	2018-12-07	176575	4	0	4	0.494	0.778	0.734	0	0.451	-5.419	0.04	0.719	124.006
0Ryd8975WihbObpp5cPW1t	boyfriend (with Social House)	['66CXWjxzNUsdJxJ2JdwvnR', '5UjifI1TYefXWn9GdqDOHl']	['Ariana Grande', 'Social House']	79	True	Collaboration	1	2	179	2019-08-02	186106	10	0	4	0.119	0.4	0.795	0	0.159	-3.731	0.461	0.702	190.097
